,Name,Record,Wins,Losses,Draws,Height_cm,Weight_lbs,Reach_inch,Stance,Debut,SLpM,StrAcc,SApM,StrDef,TD_Avg,TD_Acc,TD_Def,Sub_Avg
676,Yoko Takahashi,Record: 15-12-2,15.0,12.0,2.0,172.72210030073967,150.0,,,1973.0,5.11,0.54,8.78,0.48,0.0,0.0,0.0,0.0
677,Ray Perales,Record: 13-22-0,13.0,22.0,0.0,177.80216207429083,170.0,,Orthodox,,0.18,0.25,2.39,0.32,0.0,0.0,0.33,0.0
678,Ben Holscher,Record: 4-0-0,4.0,0.0,0.0,180.34219296106642,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,Kenny Ento,Record: 14-15-0,14.0,15.0,0.0,187.96228562139316,192.0,,,,8.41,0.79,0.0,1.0,5.49,1.0,0.0,11.0
680,Sai Wang,Record: 20-6-1,20.0,6.0,1.0,182.882223847842,170.0,,Southpaw,1986.0,3.17,0.46,2.27,0.53,0.0,0.0,0.77,0.0
681,Ramazan Kuramagomedov,Record: 8-0-0,8.0,0.0,0.0,185.42225473461758,170.0,73.0,Orthodox,1996.0,11.67,0.67,9.13,0.54,1.0,0.14,0.0,0.0
682,Danny Downes,Record: 8-3-0,8.0,3.0,0.0,182.882223847842,155.0,72.0,Orthodox,1986.0,1.66,0.34,3.53,0.37,0.0,0.0,0.37,0.5
683,Seth Baczynski,Record: 20-14-0,20.0,14.0,0.0,190.50231650816875,170.0,75.0,Orthodox,1981.0,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8
684,Marcel Fortuna,Record: 9-3-0,9.0,3.0,0.0,185.42225473461758,205.0,74.0,Orthodox,1985.0,3.83,0.46,4.52,0.64,0.45,0.08,0.75,0.5
685,Gerald Harris,Record: 23-5-0,23.0,5.0,0.0,180.34219296106642,185.0,77.0,Southpaw,1979.0,1.41,0.29,1.58,0.62,2.96,0.54,0.72,0.0
686,John Donaldson,Record: 2-2-0,2.0,2.0,0.0,172.72210030073967,145.0,,,1992.0,1.21,0.23,4.22,0.51,0.0,0.0,0.0,0.0
687,Manny Tapia,Record: 12-14-1,12.0,14.0,1.0,165.10200764041292,135.0,67.0,Orthodox,1981.0,2.69,0.21,4.74,0.58,0.49,0.4,0.66,0.2
688,Edilberto de Oliveira,Record: 29-15-2,29.0,15.0,2.0,182.882223847842,170.0,,Orthodox,1982.0,4.12,0.32,6.79,0.61,0.0,0.0,0.0,0.0
689,Igor Araujo,Record: 25-9-0 (1 NC),25.0,9.0,0.0,185.42225473461758,170.0,77.0,Orthodox,1980.0,1.52,0.42,2.86,0.49,0.86,0.15,0.22,0.6
690,Andrew Ramm,Record: 4-4-0,4.0,4.0,0.0,185.42225473461758,160.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,Royler Gracie,Record: 5-5-1,5.0,5.0,1.0,172.72210030073967,150.0,,Southpaw,1965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,Bobby Flynn,Record: 6-4-0,6.0,4.0,0.0,,170.0,,,,0.38,0.25,0.77,0.0,0.0,0.0,0.0,0.0
693,Rodolfo Vieira,Record: 7-1-0,7.0,1.0,0.0,182.882223847842,185.0,73.0,Orthodox,1989.0,1.66,0.42,3.06,0.42,7.0,0.47,0.0,1.6
694,Roman Salazar,Record: 10-6-0 (1 NC),10.0,6.0,0.0,170.1820694139641,135.0,,Orthodox,1988.0,1.95,0.39,2.89,0.57,1.77,0.18,0.5,0.0
695,Ryan Parker,Record: 0-1-0,0.0,1.0,0.0,190.50231650816875,235.0,,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,Jonathan Wiezorek,Record: 11-2-0,11.0,2.0,0.0,190.50231650816875,250.0,,Southpaw,1978.0,1.27,0.58,5.47,0.31,1.91,0.2,0.0,0.0
697,Adam Cella,Record: 6-8-0,6.0,8.0,0.0,187.96228562139316,170.0,,,1985.0,1.91,0.42,2.61,0.51,3.92,0.75,0.5,1.3
698,Albert Rios,Record: 13-6-0,13.0,6.0,0.0,172.72210030073967,145.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,Aspen Ladd,Record: 9-1-0,9.0,1.0,0.0,167.6420385271885,135.0,66.0,Orthodox,1995.0,5.22,0.55,4.84,0.46,2.45,0.75,0.66,1.2
700,Mike French,Record: 9-10-0,9.0,10.0,0.0,177.80216207429083,145.0,,,1975.0,0.23,0.23,2.17,0.42,0.0,0.0,0.22,1.0
701,James Head,Record: 9-4-0,9.0,4.0,0.0,185.42225473461758,170.0,73.0,Orthodox,1984.0,2.75,0.48,3.11,0.49,0.41,1.0,0.66,0.8
702,Marc Cofer,Record: 7-5-0,7.0,5.0,0.0,,185.0,,,1972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,Marcus Kowal,Record: 3-1-1,3.0,1.0,1.0,,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,Shungo Oyama,Record: 14-19-0,14.0,19.0,0.0,180.34219296106642,185.0,,Southpaw,1974.0,0.64,0.25,1.96,0.57,1.07,0.57,0.62,0.5
705,Zhang Tiequan,Record: 15-4-0,15.0,4.0,0.0,172.72210030073967,155.0,69.0,Orthodox,1978.0,1.23,0.36,2.14,0.51,1.95,0.58,0.75,3.4
706,Angel De Anda,Record: 18-6-0,18.0,6.0,0.0,175.26213118751525,225.0,,Orthodox,1985.0,5.68,0.46,6.32,0.47,0.0,0.0,0.0,0.0
707,Jesse Fujarczyk,Record: 2-2-0,2.0,2.0,0.0,193.04234739494433,225.0,,Southpaw,1983.0,1.03,0.33,4.91,0.38,0.0,0.0,0.25,0.0
708,Kim In Seok,Record: 3-6-0,3.0,6.0,0.0,167.6420385271885,145.0,,Orthodox,,0.87,0.37,5.19,0.6,0.0,0.0,0.0,0.0
709,Humberto DeLeon,Record: 7-7-0,7.0,7.0,0.0,,135.0,,,1989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,Elias Garcia,Record: 6-2-0,6.0,2.0,0.0,165.10200764041292,125.0,67.0,Southpaw,1992.0,1.59,0.27,5.05,0.5,0.68,0.14,0.33,1.4
711,Thiago Perpetuo,Record: 9-4-1,9.0,4.0,1.0,177.80216207429083,170.0,,Orthodox,1987.0,5.39,0.69,3.51,0.51,2.82,0.5,0.66,0.0
712,Mike Zichelle,Record: 8-4-0,8.0,4.0,0.0,,205.0,,,,0.87,0.35,0.87,0.4,0.0,0.0,0.0,2.0
713,Ovince Saint Preux,Record: 25-15-0,25.0,15.0,0.0,190.50231650816875,205.0,80.0,Southpaw,1983.0,2.68,0.46,3.03,0.45,1.19,0.4,0.66,0.6
714,Rory Markham,Record: 17-6-0,17.0,6.0,0.0,182.882223847842,170.0,71.0,Orthodox,1982.0,1.98,0.21,10.27,0.45,0.0,0.0,0.0,0.0
715,Milco Voorn,Record: 20-11-1,20.0,11.0,1.0,,220.0,,Orthodox,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
716,Jason Gilliam,Record: 14-9-0,14.0,9.0,0.0,182.882223847842,170.0,,Orthodox,,0.79,0.33,3.14,0.42,0.0,0.0,0.0,0.0
717,Gavin Tucker,Record: 13-2-0,13.0,2.0,0.0,167.6420385271885,145.0,66.0,Southpaw,1986.0,4.39,0.45,4.28,0.57,2.98,0.42,0.53,1.5
718,Danny Navarro,Record: 17-7-0,17.0,7.0,0.0,177.80216207429083,155.0,,,1983.0,3.83,0.32,4.62,0.57,2.17,0.25,1.0,0.0
719,Steve Cantwell,Record: 7-6-0,7.0,6.0,0.0,187.96228562139316,185.0,75.0,Orthodox,1986.0,3.63,0.34,5.76,0.55,0.65,0.3,0.8,0.7
720,Hector Sandoval,Record: 14-4-0,14.0,4.0,0.0,157.48191498008617,125.0,64.0,Orthodox,1986.0,3.31,0.52,2.33,0.65,3.49,0.25,0.71,1.4
721,Carina Damm,Record: 2-13-0,2.0,13.0,0.0,162.56197675363734,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,Jerrod Sanders,Record: 16-3-0 (1 NC),16.0,3.0,0.0,172.72210030073967,135.0,72.0,Orthodox,1979.0,0.88,0.64,1.14,0.46,2.2,0.33,0.5,1.6
723,Karl Willis,Record: 0-5-0,0.0,5.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,Randall Wallace,Record: 15-6-0,15.0,6.0,0.0,180.34219296106642,185.0,73.0,Orthodox,1989.0,1.13,0.38,4.11,0.45,2.13,0.5,0.0,0.0
725,Chuck O'Neil,Record: 17-9-0,17.0,9.0,0.0,187.96228562139316,170.0,,,1985.0,3.13,0.37,4.4,0.72,0.0,0.0,0.0,0.0
726,Alex Chambers,Record: 5-5-0,5.0,5.0,0.0,160.02194586686176,115.0,63.0,Southpaw,1978.0,2.97,0.54,5.1,0.5,2.31,0.41,0.53,1.0
727,Anatoly Tokov,Record: 25-2-0,25.0,2.0,0.0,177.80216207429083,185.0,,,1990.0,3.51,0.72,0.54,0.66,2.03,1.0,1.0,0.0
728,Brandon Thatch,Record: 11-5-0,11.0,5.0,0.0,187.96228562139316,170.0,74.0,Switch,1985.0,2.7,0.42,3.63,0.52,1.36,0.66,0.5,0.7
729,Saparbeg Safarov,Record: 9-3-0,9.0,3.0,0.0,185.42225473461758,185.0,78.0,Orthodox,1986.0,4.03,0.48,2.96,0.47,2.52,0.41,0.33,0.0
730,Asbel Cancio,Record: 0-1-0,0.0,1.0,0.0,177.80216207429083,225.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,Damien Trites,Record: 7-6-0,7.0,6.0,0.0,180.34219296106642,165.0,,,1979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,Volkan Oezdemir,Record: 17-5-0,17.0,5.0,0.0,187.96228562139316,205.0,75.0,Orthodox,1989.0,5.03,0.45,4.24,0.55,0.36,0.2,0.8,0.0
733,Journey Newson,Record: 9-3-0 (1 NC),9.0,3.0,0.0,165.10200764041292,135.0,67.0,Orthodox,1989.0,2.76,0.32,2.76,0.65,0.0,0.0,0.0,0.9
734,Masaaki Satake,Record: 1-8-1,1.0,8.0,1.0,185.42225473461758,220.0,,Orthodox,1965.0,1.4,0.35,3.76,0.41,0.0,0.0,0.58,0.0
735,Mike Campbell,Record: 13-4-0,13.0,4.0,0.0,175.26213118751525,155.0,,Southpaw,,1.4,0.26,1.4,0.63,5.26,1.0,0.0,0.0
736,Erin Blanchfield,Record: 6-1-0,6.0,1.0,0.0,162.56197675363734,135.0,67.0,Orthodox,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,Abel Trujillo,Record: 15-8-0 (1 NC),15.0,8.0,0.0,172.72210030073967,155.0,70.0,Orthodox,1983.0,2.65,0.41,2.31,0.59,2.18,0.45,0.4,0.4
738,Luke Sanders,Record: 13-4-0,13.0,4.0,0.0,167.6420385271885,135.0,67.0,Southpaw,1985.0,6.21,0.51,4.11,0.53,0.31,0.2,0.66,0.3
739,Tom Gallicchio,Record: 19-10-0,19.0,10.0,0.0,177.80216207429083,170.0,,Southpaw,1986.0,3.53,0.26,7.07,0.43,1.0,0.11,0.0,0.0
740,Matt Sayles,Record: 8-3-0,8.0,3.0,0.0,170.1820694139641,145.0,68.0,Orthodox,1994.0,5.44,0.42,3.13,0.61,0.0,0.0,0.81,0.4
741,Tatsuya Kawajiri,Record: 36-11-2,36.0,11.0,2.0,170.1820694139641,145.0,69.0,Orthodox,1978.0,2.04,0.44,2.01,0.5,3.63,0.48,0.63,1.1
742,Valerie Letourneau,Record: 8-6-0,8.0,6.0,0.0,170.1820694139641,115.0,68.0,Orthodox,1983.0,4.51,0.37,5.4,0.58,0.77,0.45,0.66,0.3
743,Kerry Vera,Record: 2-0-0,2.0,0.0,0.0,170.1820694139641,135.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,Brandon Davis,Record: 10-8-0,10.0,8.0,0.0,177.80216207429083,135.0,72.0,Orthodox,1990.0,4.65,0.35,4.33,0.6,0.71,0.45,0.56,0.1
745,Vernon White,Record: 26-33-2,26.0,33.0,2.0,182.882223847842,205.0,,Southpaw,1971.0,2.11,0.38,2.2,0.54,0.88,0.28,0.44,0.0
746,Justin Lawrence,Record: 10-4-0,10.0,4.0,0.0,172.72210030073967,145.0,67.0,Orthodox,1990.0,3.84,0.35,2.83,0.67,0.72,0.28,0.73,0.0
747,Jeimeson Saudino,Record: 8-5-0,8.0,5.0,0.0,167.6420385271885,135.0,,,1991.0,0.66,0.3,0.82,0.84,2.47,0.5,0.0,2.5
748,Lance Benoist,Record: 7-2-0,7.0,2.0,0.0,180.34219296106642,170.0,72.0,Southpaw,1988.0,3.68,0.51,2.7,0.56,1.5,0.33,0.61,0.0
749,Sean Woodson,Record: 7-1-0,7.0,1.0,0.0,187.96228562139316,145.0,78.0,Orthodox,1992.0,6.4,0.45,4.43,0.58,0.0,0.0,0.77,0.0
750,Piotr Hallmann,Record: 18-6-0,18.0,6.0,0.0,175.26213118751525,155.0,71.0,Orthodox,1987.0,3.98,0.45,3.17,0.58,2.55,0.44,0.7,0.4
751,Yoshihiro Takayama,Record: 1-4-0,1.0,4.0,0.0,195.5823782817199,280.0,,Orthodox,1968.0,3.4,0.54,5.69,0.29,0.67,0.33,0.55,0.0
752,Pauline Macias,Record: 4-1-0,4.0,1.0,0.0,162.56197675363734,115.0,64.0,Southpaw,1988.0,0.8,0.29,4.6,0.42,2.0,0.18,0.0,0.0
753,Hector Aldana,Record: 4-3-0,4.0,3.0,0.0,180.34219296106642,170.0,72.0,Orthodox,1988.0,3.59,0.38,5.08,0.59,0.93,1.0,0.0,0.0
754,Ismail Naurdiev,Record: 19-4-0,19.0,4.0,0.0,177.80216207429083,170.0,74.0,Orthodox,1996.0,3.17,0.52,1.3,0.68,1.25,0.71,0.7,0.2
755,Alexandre Franca Nogueira,Record: 18-6-3,18.0,6.0,3.0,170.1820694139641,145.0,,Orthodox,1978.0,0.6,0.2,4.18,0.57,0.0,0.0,0.0,0.0
756,Dave Herman,Record: 22-6-0,22.0,6.0,0.0,193.04234739494433,242.0,77.0,Orthodox,1984.0,4.98,0.6,3.78,0.48,1.49,1.0,0.58,0.0
757,Wilson Reis,Record: 23-10-0,23.0,10.0,0.0,162.56197675363734,125.0,65.0,Southpaw,1985.0,1.83,0.29,3.04,0.55,5.15,0.42,0.47,0.6
758,Steve Garcia,Record: 11-4-0,11.0,4.0,0.0,182.882223847842,155.0,75.0,Southpaw,1992.0,4.31,0.55,2.52,0.36,0.61,0.25,1.0,0.6
759,Colin Robinson,Record: 10-12-0,10.0,12.0,0.0,193.04234739494433,243.0,,Orthodox,1968.0,6.19,0.69,7.91,0.37,2.58,1.0,0.5,5.2
760,Scott Ferrozzo,Record: 4-2-0,4.0,2.0,0.0,180.34219296106642,323.0,,Orthodox,1965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,Miles McDonald,Record: 2-1-0,2.0,1.0,0.0,170.1820694139641,115.0,,,1991.0,5.1,0.45,4.0,0.43,0.0,0.0,1.0,1.0
762,Jeremy May,Record: 13-10-0 (1 NC),13.0,10.0,0.0,185.42225473461758,185.0,,,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,Juan Alcain,Record: 1-2-0,1.0,2.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,Aurelijus Kerpe,Record: 11-22-0,11.0,22.0,0.0,,,,Orthodox,,1.26,0.16,8.21,0.31,0.0,0.0,0.0,0.0
765,Aisling Daly,Record: 16-6-0,16.0,6.0,0.0,157.48191498008617,115.0,64.0,Orthodox,1987.0,2.92,0.52,1.4,0.55,2.15,0.41,0.33,0.9
766,Bob Sapp,Record: 11-20-0,11.0,20.0,0.0,195.5823782817199,350.0,,Orthodox,1974.0,3.19,0.55,1.88,0.49,0.58,1.0,0.72,0.0
767,Sarah Kaufman,Record: 18-4-0 (1 NC),18.0,4.0,0.0,165.10200764041292,135.0,66.0,Orthodox,1985.0,6.65,0.46,4.0,0.62,0.38,0.57,0.81,0.0
768,Amilcar Alves,Record: 15-12-0,15.0,12.0,0.0,182.882223847842,170.0,,Southpaw,1988.0,0.5,0.46,2.02,0.3,0.0,0.0,0.53,0.0
769,Frank Gomez,Record: 10-6-0,10.0,6.0,0.0,177.80216207429083,135.0,67.0,Orthodox,1986.0,1.52,0.48,0.79,0.66,1.14,0.6,0.7,0.8
770,Nordine Taleb,Record: 15-7-0,15.0,7.0,0.0,185.42225473461758,170.0,74.0,Orthodox,1981.0,3.66,0.51,2.62,0.66,1.94,0.76,0.73,0.0
771,Matt Helm,Record: 1-1-0,1.0,1.0,0.0,,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,Artur Oumakhanov,Record: 9-6-0,9.0,6.0,0.0,170.1820694139641,154.0,,Orthodox,1979.0,1.2,0.33,1.67,0.82,3.0,0.75,0.33,0.0
773,Jason Witt,Record: 18-7-0,18.0,7.0,0.0,177.80216207429083,170.0,70.0,Orthodox,1986.0,3.16,0.65,2.68,0.29,3.65,0.5,0.0,1.8
774,Kyle Kurtz,Record: 7-5-0,7.0,5.0,0.0,,170.0,,,,1.31,0.36,2.95,0.52,1.23,0.2,0.0,2.5
775,Seichi Ikemoto,Record: 21-19-5,21.0,19.0,5.0,180.34219296106642,168.0,,Orthodox,1975.0,2.59,0.32,3.74,0.57,1.23,0.26,0.6,0.0
776,Booker DeRousse,Record: 6-5-0,6.0,5.0,0.0,187.96228562139316,205.0,,,1981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,Thomas Diagne,Record: 6-6-1,6.0,6.0,1.0,185.42225473461758,154.0,,,1983.0,4.53,0.48,4.53,0.63,2.0,1.0,0.66,0.0
778,Mario Neto,Record: 13-5-0,13.0,5.0,0.0,182.882223847842,229.0,,Orthodox,,1.89,0.5,1.89,0.7,2.84,1.0,0.0,0.0
779,Jesse Finney,Record: 5-1-0,5.0,1.0,0.0,182.882223847842,170.0,,,1974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,Carter Williams,Record: 4-5-0,4.0,5.0,0.0,185.42225473461758,265.0,,Orthodox,,1.55,0.36,2.32,0.58,2.9,0.33,1.0,0.0
781,Sean Holden,Record: 5-2-0,5.0,2.0,0.0,177.80216207429083,170.0,,,1984.0,2.4,0.59,0.6,0.59,5.0,0.83,0.0,2.0
782,Caros Fodor,Record: 11-6-0,11.0,6.0,0.0,175.26213118751525,155.0,74.0,Orthodox,1984.0,2.76,0.54,2.83,0.54,2.1,0.25,0.5,0.0
783,Jose Perez,Record: 1-0-0,1.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,Gilbert Yvel,Record: 39-16-1 (1 NC),39.0,16.0,1.0,187.96228562139316,225.0,77.0,Orthodox,1976.0,1.05,0.47,1.78,0.5,0.0,0.0,0.25,1.0
785,Ben Lagman,Record: 6-5-0,6.0,5.0,0.0,187.96228562139316,185.0,,,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,Ralek Gracie,Record: 3-1-0,3.0,1.0,0.0,187.96228562139316,210.0,,Orthodox,1985.0,1.61,0.46,1.05,0.55,2.5,0.75,0.0,1.7
787,Brett Rogers,Record: 17-10-0 (1 NC),17.0,10.0,0.0,195.5823782817199,265.0,81.0,Orthodox,1981.0,3.17,0.44,3.2,0.46,0.0,0.0,0.58,0.0
788,Arjan Bhullar,Record: 9-1-0,9.0,1.0,0.0,185.42225473461758,245.0,75.0,Orthodox,1986.0,2.33,0.56,3.25,0.59,1.73,0.75,1.0,0.0
789,Imani Lee,Record: 2-4-0,2.0,4.0,0.0,,,,Orthodox,,0.0,0.0,0.94,0.33,0.0,0.0,0.0,0.0
790,Brandon Halsey,Record: 9-3-0,9.0,3.0,0.0,182.882223847842,185.0,,,1986.0,1.74,0.47,0.87,0.65,4.98,0.53,1.0,1.2
791,Remo Cardarelli,Record: 7-5-0,7.0,5.0,0.0,,135.0,,,,2.27,0.47,1.47,0.59,0.0,0.0,1.0,0.0
792,Darryl Cobb,Record: 6-8-0,6.0,8.0,0.0,175.26213118751525,185.0,,,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,Aiemann Zahabi,Record: 8-2-0,8.0,2.0,0.0,172.72210030073967,135.0,68.0,Orthodox,1987.0,2.82,0.4,3.91,0.65,0.33,0.16,0.72,0.0
794,Kai Kamaka,Record: 8-3-0,8.0,3.0,0.0,170.1820694139641,145.0,69.0,Orthodox,1995.0,6.58,0.6,6.74,0.49,3.68,0.75,0.37,0.6
795,Janay Harding,Record: 2-3-0,2.0,3.0,0.0,,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,Simon Biyong,Record: 7-1-0,7.0,1.0,0.0,,205.0,,,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,Pat Barry,Record: 8-7-0,8.0,7.0,0.0,180.34219296106642,235.0,74.0,Orthodox,1979.0,2.72,0.52,3.54,0.59,0.0,0.0,0.76,0.2
798,James Lee,Record: 15-3-0 (1 NC),15.0,3.0,0.0,180.34219296106642,205.0,,Southpaw,1973.0,1.4,0.42,3.72,0.27,13.95,0.5,0.0,7.0
799,Karla Benitez,Record: 14-11-1 (1 NC),14.0,11.0,1.0,160.02194586686176,113.0,,,,0.0,0.0,2.4,0.57,0.0,0.0,1.0,0.0
800,Roger Gracie,Record: 8-2-0,8.0,2.0,0.0,193.04234739494433,185.0,79.0,Orthodox,1981.0,1.78,0.35,1.79,0.61,1.87,0.53,0.6,1.9
801,Bill Algeo,Record: 14-5-0,14.0,5.0,0.0,182.882223847842,145.0,73.0,Switch,1989.0,6.8,0.56,5.31,0.38,0.67,0.33,0.62,0.0
802,Mana Martinez,Record: 6-2-0,6.0,2.0,0.0,177.80216207429083,135.0,70.0,Orthodox,1996.0,2.11,0.62,1.27,0.5,0.0,0.0,0.0,6.3
803,Brandon Polcare,Record: 1-1-0,1.0,1.0,0.0,,125.0,,,,0.43,0.5,0.0,0.0,0.0,0.0,0.0,0.0
804,Khadzhi Bestaev,Record: 10-4-0,10.0,4.0,0.0,198.1224091684955,185.0,76.0,,1988.0,6.15,0.29,10.0,0.43,0.0,0.0,0.0,0.0
805,Jhonoven Pati,Record: 6-4-0,6.0,4.0,0.0,185.42225473461758,185.0,75.0,Switch,1990.0,2.88,0.53,6.13,0.33,2.7,1.0,0.0,0.0
806,Crezio de Souza,Record: 1-2-0,1.0,2.0,0.0,,170.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,Mike Massenzio,Record: 13-9-0,13.0,9.0,0.0,187.96228562139316,185.0,73.0,Southpaw,1982.0,2.08,0.45,3.59,0.54,2.74,0.24,0.5,1.4
808,Hussain Rasouli,Record: 2-3-0,2.0,3.0,0.0,167.6420385271885,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,Luke Jumeau,Record: 13-5-0,13.0,5.0,0.0,180.34219296106642,170.0,72.0,Orthodox,1988.0,2.93,0.43,3.17,0.58,0.25,1.0,0.86,0.0
810,Jay Perrin,Record: 5-4-0,5.0,4.0,0.0,170.1820694139641,135.0,69.0,Switch,1993.0,2.87,0.44,2.6,0.47,4.0,0.8,0.8,0.0
811,Jong Man Kim,Record: 23-11-3 (1 NC),23.0,11.0,3.0,170.1820694139641,139.0,,Orthodox,1978.0,1.33,0.21,3.0,0.6,0.0,0.0,0.0,0.0
812,Ben Earwood,Record: 12-3-0,12.0,3.0,0.0,172.72210030073967,170.0,,Orthodox,,0.5,0.55,0.2,0.33,3.0,1.0,0.0,0.0
813,Brian Warren,Record: 18-17-1,18.0,17.0,1.0,182.882223847842,185.0,,Orthodox,,1.16,0.21,4.63,0.57,0.0,0.0,0.0,0.0
814,Soa Palelei,Record: 22-5-0,22.0,5.0,0.0,193.04234739494433,265.0,81.0,Orthodox,1977.0,2.47,0.57,2.68,0.48,2.2,0.47,0.66,0.0
815,Scott Junk,Record: 8-3-1 (1 NC),8.0,3.0,1.0,185.42225473461758,265.0,,Orthodox,1978.0,5.13,0.6,1.81,0.45,0.0,0.0,0.0,0.0
816,Chris Cariaso,Record: 17-8-0,17.0,8.0,0.0,160.02194586686176,125.0,64.0,Southpaw,1981.0,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8
817,Yohan Banks,Record: 2-1-0,2.0,1.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,Chibwikem Onyenegecha,Record: 5-0-0,5.0,0.0,0.0,190.50231650816875,185.0,,Orthodox,1994.0,5.6,0.55,3.4,0.52,0.0,0.0,1.0,0.0
819,Sean Salmon,Record: 18-21-0,18.0,21.0,0.0,177.80216207429083,185.0,,Southpaw,1977.0,1.49,0.33,2.03,0.65,4.06,0.5,0.0,0.0
820,Justin Gonzales,Record: 6-0-0,6.0,0.0,0.0,175.26213118751525,145.0,72.0,Orthodox,1991.0,6.67,0.8,0.87,0.43,14.0,0.73,1.0,0.0
821,Ilima Macfarlane,Record: 6-0-0,6.0,0.0,0.0,162.56197675363734,125.0,,,,4.13,0.43,2.93,0.65,0.0,0.0,0.5,1.0
822,Roger Zapata,Record: 4-2-0,4.0,2.0,0.0,180.34219296106642,170.0,,Southpaw,1986.0,2.6,0.51,2.13,0.36,0.0,0.0,0.81,1.4
823,Kelly Kobold,Record: 19-3-1,19.0,3.0,1.0,167.6420385271885,135.0,,Orthodox,1983.0,2.33,0.21,4.11,0.59,1.67,0.11,0.0,0.0
824,Gary Mangat,Record: 15-3-0,15.0,3.0,0.0,170.1820694139641,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,Todd Lally,Record: 2-1-0,2.0,1.0,0.0,170.1820694139641,145.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,Wagner Campos,Record: 12-10-0,12.0,10.0,0.0,167.6420385271885,145.0,,Southpaw,1981.0,1.54,0.41,2.53,0.51,2.71,1.0,0.0,0.0
827,Loma Lookboonmee,Record: 5-2-0,5.0,2.0,0.0,154.9418840933106,115.0,61.0,Orthodox,1996.0,5.16,0.55,3.09,0.59,0.67,0.25,0.72,0.0
828,Daiki Hata,Record: 17-11-7,17.0,11.0,7.0,167.6420385271885,139.0,,Orthodox,1982.0,1.44,0.39,1.42,0.55,0.67,1.0,0.35,0.7
829,Falaniko Vitale,Record: 30-11-0,30.0,11.0,0.0,177.80216207429083,185.0,,Orthodox,1974.0,1.88,0.49,3.68,0.47,0.72,0.33,0.86,0.0
830,Godofredo Pepey,Record: 13-6-0,13.0,6.0,0.0,170.1820694139641,145.0,73.0,Orthodox,1987.0,2.32,0.38,3.23,0.47,0.37,0.07,0.35,1.5
831,Hunter Worsham,Record: 7-3-0,7.0,3.0,0.0,,185.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,Greg Nagy,Record: 1-3-0,1.0,3.0,0.0,185.42225473461758,210.0,,Orthodox,1983.0,0.41,0.5,2.69,0.37,0.0,0.0,0.0,1.2
833,Jared Cannonier,Record: 13-5-0,13.0,5.0,0.0,180.34219296106642,185.0,77.0,Switch,1984.0,3.7,0.52,3.09,0.64,0.16,0.33,0.54,0.0
834,Marius Enache,Record: 3-3-0,3.0,3.0,0.0,180.34219296106642,155.0,,,1975.0,1.71,0.34,0.66,0.84,3.94,1.0,0.0,3.9
