,Fighter,Opponent,Result,Fighters_Win,Opponents_Win
5022,Matthew Riddle,Che Mills,nc,-1,-1
5023,Matthew Riddle,John Maguire,win,1,0
5024,Matthew Riddle,Chris Clements,nc,-1,-1
5025,Matthew Riddle,Henry Martinez,win,1,0
5026,Matthew Riddle,Lance Benoist,loss,0,1
5027,Matthew Riddle,Sean Pierson,loss,0,1
5028,Matthew Riddle,DaMarques Johnson,win,1,0
5029,Matthew Riddle,Greg Soto,win,1,0
5030,Matthew Riddle,Nick Osipczak,loss,0,1
5031,Matthew Riddle,Dan Cramer,win,1,0
5032,Matthew Riddle,Steve Bruno,win,1,0
5033,Matthew Riddle,Dante Rivera,win,1,0
5034,Donald Sanchez,Tatsuya Kawajiri,loss,0,1
5035,Liana Jojua,Miranda Maverick,loss,0,1
5036,Liana Jojua,Diana Belbita,win,1,0
5037,Liana Jojua,Sarah Moras,loss,0,1
5038,Mike Easton,Yves Jabouin,loss,0,1
5039,Mike Easton,TJ Dillashaw,loss,0,1
5040,Mike Easton,Brad Pickett,loss,0,1
5041,Mike Easton,Raphael Assuncao,loss,0,1
5042,Mike Easton,Ivan Menjivar,win,1,0
5043,Mike Easton,Jared Papazian,win,1,0
5044,Mike Easton,Byron Bloodworth,win,1,0
5045,Karine Gevorgyan,Rachael Ostovich,loss,0,1
5046,Katsuaki Furuki,Andy Ologun,loss,0,1
5047,Shamar Bailey,Danny Castillo,loss,0,1
5048,Shamar Bailey,Evan Dunham,loss,0,1
5049,Shamar Bailey,Ryan McGillivray,win,1,0
5050,Shamar Bailey,Justin Wilcox,loss,0,1
5051,Shamar Bailey,John Kolosci,win,1,0
5052,Yuri Vaulin,Joe Moreira,loss,0,1
5053,Charlie Ward,Galore Bofando,loss,0,1
5054,Charlie Ward,Abdul Razak Alhassan,loss,0,1
5055,Cory Peterson,Sergei Kharitonov,loss,0,1
5056,Carlton Jones,Mike Cook,loss,0,1
5057,Carlton Jones,Glover Teixeira,loss,0,1
5058,Carlton Jones,Shane Carwin,loss,0,1
5059,Karolina Kowalkiewicz,Yan Xiaonan,loss,0,1
5060,Karolina Kowalkiewicz,Alexa Grasso,loss,0,1
5061,Karolina Kowalkiewicz,Michelle Waterson,loss,0,1
5062,Karolina Kowalkiewicz,Jessica Andrade,loss,0,1
5063,Karolina Kowalkiewicz,Felice Herrig,win,1,0
5064,Karolina Kowalkiewicz,Jodie Esquibel,win,1,0
5065,Karolina Kowalkiewicz,Claudia Gadelha,loss,0,1
5066,Karolina Kowalkiewicz,Joanna Jedrzejczyk,loss,0,1
5067,Karolina Kowalkiewicz,Rose Namajunas,win,1,0
5068,Karolina Kowalkiewicz,Heather Clark,win,1,0
5069,Karolina Kowalkiewicz,Randa Markos,win,1,0
5070,Marloes Coenen,Fiona Muxlow,win,1,0
5071,Marloes Coenen,Miesha Tate,loss,0,1
5072,Marloes Coenen,Liz Carmouche,win,1,0
5073,Marloes Coenen,Sarah Kaufman,win,1,0
5074,Marloes Coenen,Cristiane Justino,loss,0,1
5075,Marloes Coenen,Roxanne Modafferi,win,1,0
5076,Gerry Harris,Paul Varelans,loss,0,1
5077,Justin Eilers,Antonio Silva,loss,0,1
5078,Justin Eilers,Josh Diekmann,win,1,0
5079,Justin Eilers,Brandon Vera,loss,0,1
5080,Justin Eilers,Andrei Arlovski,loss,0,1
5081,Justin Eilers,Paul Buentello,loss,0,1
5082,Justin Eilers,Mike Kyle,win,1,0
5083,Gary Quan,Gilbert Melendez,loss,0,1
5084,Edson Gomez,Ignacio Bahamondes,loss,0,1
5085,Tyson Pedro,Mauricio Rua,loss,0,1
5086,Tyson Pedro,Ovince Saint Preux,loss,0,1
5087,Tyson Pedro,Saparbeg Safarov,win,1,0
5088,Tyson Pedro,Ilir Latifi,loss,0,1
5089,Tyson Pedro,Paul Craig,win,1,0
5090,Tyson Pedro,Khalil Rountree Jr.,win,1,0
5091,Thanh Le,Lazar Stojadinovic,win,1,0
5092,Deividas Taurosevicius,LC Davis,loss,0,1
5093,Deividas Taurosevicius,Mackens Semerzier,win,1,0
5094,Deividas Taurosevicius,Javier Vazquez,win,1,0
5095,Humberto Bandenay,Eduardo Garagorri,loss,0,1
5096,Humberto Bandenay,Austin Arnett,loss,0,1
5097,Humberto Bandenay,Gabriel Benitez,loss,0,1
5098,Humberto Bandenay,Martin Bravo,win,1,0
5099,Efrain Escudero,Kevin Lee,loss,0,1
5100,Efrain Escudero,Leandro Silva,loss,0,1
5101,Efrain Escudero,Drew Dober,win,1,0
5102,Efrain Escudero,Rodrigo de Lima,win,1,0
5103,Efrain Escudero,Leonardo Santos,loss,0,1
5104,Efrain Escudero,Mac Danzig,loss,0,1
5105,Efrain Escudero,Jacob Volkmann,loss,0,1
5106,Efrain Escudero,Charles Oliveira,loss,0,1
5107,Efrain Escudero,Dan Lauzon,win,1,0
5108,Efrain Escudero,Evan Dunham,loss,0,1
5109,Efrain Escudero,Cole Miller,win,1,0
5110,Efrain Escudero,Phillipe Nover,win,1,0
5111,Jeremy Umphries,RJ Clifford,win,1,0
5112,Carl Seumanutafa,Lavar Johnson,loss,0,1
5113,Steve Bosse,Sean O'Connell,win,1,0
5114,Steve Bosse,James Te Huna,win,1,0
5115,Steve Bosse,Thiago Santos,loss,0,1
5116,Rodolfo Marques Diniz,Bibiano Fernandes,loss,0,1
5117,Rodolfo Marques Diniz,Yusup Saadulaev,win,1,0
5118,John Campetella,Gary Goodridge,loss,0,1
5119,Sergio Gomez,Richard Crunkilton,loss,0,1
5120,Sergio Gomez,Marcus Hicks,loss,0,1
5121,Cody Donovan,Nikita Krylov,loss,0,1
5122,Cody Donovan,Gian Villante,loss,0,1
5123,Cody Donovan,Ovince Saint Preux,loss,0,1
5124,Cody Donovan,Nick Penner,win,1,0
5125,Kengo Watanabe,Lyoto Machida,loss,0,1
5126,Chad Johnson,Josh Parisian,loss,0,1
5127,Jorge Ortiz,Eugene Jackson,loss,0,1
5128,Jai Herbert,Francisco Trinaldo,loss,0,1
5129,Frankie Edgar,Cory Sandhagen,loss,0,1
5130,Frankie Edgar,Pedro Munhoz,win,1,0
5131,Frankie Edgar,Chan Sung Jung,loss,0,1
5132,Frankie Edgar,Max Holloway,loss,0,1
5133,Frankie Edgar,Cub Swanson,win,1,0
5134,Frankie Edgar,Brian Ortega,loss,0,1
5135,Frankie Edgar,Yair Rodriguez,win,1,0
5136,Frankie Edgar,Jeremy Stephens,win,1,0
5137,Frankie Edgar,Jose Aldo,loss,0,1
5138,Frankie Edgar,Chad Mendes,win,1,0
5139,Frankie Edgar,Urijah Faber,win,1,0
5140,Frankie Edgar,Cub Swanson,win,1,0
5141,Frankie Edgar,BJ Penn,win,1,0
5142,Frankie Edgar,Charles Oliveira,win,1,0
5143,Frankie Edgar,Jose Aldo,loss,0,1
5144,Frankie Edgar,Benson Henderson,loss,0,1
5145,Frankie Edgar,Benson Henderson,loss,0,1
5146,Frankie Edgar,Gray Maynard,win,1,0
5147,Frankie Edgar,Gray Maynard,draw,1,1
5148,Frankie Edgar,BJ Penn,win,1,0
5149,Frankie Edgar,BJ Penn,win,1,0
5150,Frankie Edgar,Matt Veach,win,1,0
5151,Frankie Edgar,Sean Sherk,win,1,0
5152,Frankie Edgar,Hermes Franca,win,1,0
5153,Frankie Edgar,Gray Maynard,loss,0,1
5154,Frankie Edgar,Spencer Fisher,win,1,0
5155,Frankie Edgar,Mark Bocek,win,1,0
5156,Frankie Edgar,Tyson Griffin,win,1,0
5157,Matt Arroyo,Dan Cramer,loss,0,1
5158,Matt Arroyo,Matt Brown,loss,0,1
5159,Matt Arroyo,John Kolosci,win,1,0
5160,Anthony Rocco Martin,Neil Magny,loss,0,1
5161,Anthony Rocco Martin,Ramazan Emeev,win,1,0
5162,Anthony Rocco Martin,Demian Maia,loss,0,1
5163,Anthony Rocco Martin,Sergio Moraes,win,1,0
5164,Anthony Rocco Martin,Jake Matthews,win,1,0
5165,Anthony Rocco Martin,Ryan LaFlare,win,1,0
5166,Anthony Rocco Martin,Keita Nakamura,win,1,0
5167,Anthony Rocco Martin,Olivier Aubin-Mercier,loss,0,1
5168,Anthony Rocco Martin,Johnny Case,win,1,0
5169,Anthony Rocco Martin,Alex White,win,1,0
5170,Anthony Rocco Martin,Felipe Olivieri,win,1,0
5171,Anthony Rocco Martin,Leonardo Santos,loss,0,1
5172,Anthony Rocco Martin,Fabricio Camoes,win,1,0
5173,Anthony Rocco Martin,Beneil Dariush,loss,0,1
5174,Anthony Rocco Martin,Rashid Magomedov,loss,0,1
5175,Rocky Long,Vinicius Magalhaes,loss,0,1
5176,Geraldo de Freitas,Tony Gravely,loss,0,1
5177,Geraldo de Freitas,Chris Gutierrez,loss,0,1
5178,Geraldo de Freitas,Felipe Colares,win,1,0
5179,Duda Santana,Bea Malecki,loss,0,1
5180,Brandon Visher,Yves Jabouin,loss,0,1
5181,Brandon Visher,Tyler Toner,loss,0,1
5182,Brandon Visher,Courtney Buck,win,1,0
5183,Norifumi Yamamoto,Roman Salazar,nc,-1,-1
5184,Norifumi Yamamoto,Vaughan Lee,loss,0,1
5185,Norifumi Yamamoto,Darren Uyenoyama,loss,0,1
5186,Norifumi Yamamoto,Demetrious Johnson,loss,0,1
5187,Norifumi Yamamoto,Federico Lopez,win,1,0
5188,Norifumi Yamamoto,Masanori Kanehara,loss,0,1
5189,Norifumi Yamamoto,Joe Warren,loss,0,1
5190,Luis Saldana,Vince Murdock,win,1,0
5191,Humberto DeLeon,Chad Robichaux,loss,0,1
5192,Valentijn Overeem,Chad Griggs,loss,0,1
5193,Valentijn Overeem,Ray Sefo,win,1,0
5194,Valentijn Overeem,Ron Waterman,loss,0,1
5195,Valentijn Overeem,Aaron Brink,loss,0,1
5196,Valentijn Overeem,Igor Vovchanchyn,loss,0,1
5197,Valentijn Overeem,Assuerio Silva,loss,0,1
5198,Valentijn Overeem,Gary Goodridge,loss,0,1
5199,Jessica Eye,Joanne Calderwood,loss,0,1
5200,Jessica Eye,Cynthia Calvillo,loss,0,1
5201,Jessica Eye,Viviane Araujo,win,1,0
5202,Jessica Eye,Valentina Shevchenko,loss,0,1
5203,Jessica Eye,Katlyn Chookagian,win,1,0
5204,Jessica Eye,Jessica-Rose Clark,win,1,0
5205,Jessica Eye,Kalindra Faria,win,1,0
5206,Jessica Eye,Bethe Correia,loss,0,1
5207,Jessica Eye,Sara McMann,loss,0,1
5208,Jessica Eye,Julianna Pena,loss,0,1
5209,Jessica Eye,Miesha Tate,loss,0,1
5210,Jessica Eye,Leslie Smith,win,1,0
5211,Jessica Eye,Alexis Davis,loss,0,1
5212,Jessica Eye,Sarah Kaufman,nc,-1,-1
5213,Brendan Allen,Sean Strickland,loss,0,1
5214,Brendan Allen,Kyle Daukaus,win,1,0
5215,Brendan Allen,Tom Breese,win,1,0
5216,Brendan Allen,Kevin Holland,win,1,0
5217,Brendan Allen,Aaron Jeffery,win,1,0
5218,Armando Villarreal,Ode Osbourne,loss,0,1
5219,Tom Egan,John Hathaway,loss,0,1
5220,Alexandre Pantoja,Manel Kape,win,1,0
5221,Alexandre Pantoja,Askar Askarov,loss,0,1
5222,Alexandre Pantoja,Matt Schnell,win,1,0
5223,Alexandre Pantoja,Deiveson Figueiredo,loss,0,1
5224,Alexandre Pantoja,Wilson Reis,win,1,0
5225,Alexandre Pantoja,Yuta Sasaki,win,1,0
5226,Alexandre Pantoja,Brandon Moreno,win,1,0
5227,Alexandre Pantoja,Dustin Ortiz,loss,0,1
5228,Alexandre Pantoja,Neil Seery,win,1,0
5229,Alexandre Pantoja,Eric Shelton,win,1,0
5230,Brock Lesnar,Mark Hunt,nc,-1,-1
5231,Brock Lesnar,Alistair Overeem,loss,0,1
5232,Brock Lesnar,Cain Velasquez,loss,0,1
5233,Brock Lesnar,Shane Carwin,win,1,0
5234,Brock Lesnar,Frank Mir,win,1,0
5235,Brock Lesnar,Randy Couture,win,1,0
5236,Brock Lesnar,Heath Herring,win,1,0
5237,Brock Lesnar,Frank Mir,loss,0,1
5238,Brock Lesnar,Min Soo Kim,win,1,0
5239,Batgerel Danaa,Guido Cannetti,win,1,0
5240,Batgerel Danaa,Heili Alateng,loss,0,1
5241,Hideo Tokoro,Yusup Saadulaev,loss,0,1
5242,Hideo Tokoro,Antonio Banuelos,loss,0,1
5243,Hideo Tokoro,Masakazu Imanari,win,1,0
5244,Hideo Tokoro,Atsushi Yamamoto,win,1,0
5245,Hideo Tokoro,Yoshiro Maeda,win,1,0
5246,Hideo Tokoro,Kazuhisa Watanabe,win,1,0
5247,Hideo Tokoro,Joachim Hansen,loss,0,1
5248,Hideo Tokoro,Akiyo Nishiura,loss,0,1
5249,Hideo Tokoro,Jong Man Kim,win,1,0
5250,Hideo Tokoro,Hiroyuki Takaya,loss,0,1
5251,Hideo Tokoro,Abel Cullum,win,1,0
5252,Hideo Tokoro,Daiki Hata,loss,0,1
5253,Hideo Tokoro,Daisuke Nakamura,loss,0,1
5254,Hideo Tokoro,Atsushi Yamamoto,loss,0,1
5255,Hideo Tokoro,Takeshi Yamazaki,win,1,0
5256,Hideo Tokoro,Darren Uyenoyama,win,1,0
5257,Cameron Dollar,Jason Dent,loss,0,1
5258,Jamal Pogues,Marcos Brigagao,win,1,0
5259,Ron Fields,Falaniko Vitale,loss,0,1
5260,Jesse Juarez,Luke Stewart,loss,0,1
5261,Zelg Galesic,Kazushi Sakuraba,loss,0,1
5262,Zelg Galesic,Jacare Souza,loss,0,1
5263,Zelg Galesic,Taiei Kin,win,1,0
5264,Zelg Galesic,Magomed Sultanakhmedov,win,1,0
5265,Zelg Galesic,Makoto Takimoto,loss,0,1
5266,Dong Hyun Kim,Colby Covington,loss,0,1
5267,Dong Hyun Kim,Tarec Saffiedine,win,1,0
5268,Dong Hyun Kim,Dominic Waters,win,1,0
5269,Dong Hyun Kim,Joshua Burkman,win,1,0
5270,Dong Hyun Kim,Tyron Woodley,loss,0,1
5271,Dong Hyun Kim,John Hathaway,win,1,0
5272,Dong Hyun Kim,Erick Silva,win,1,0
5273,Dong Hyun Kim,Siyar Bahadurzada,win,1,0
5274,Dong Hyun Kim,Paulo Thiago,win,1,0
5275,Dong Hyun Kim,Demian Maia,loss,0,1
5276,Dong Hyun Kim,Sean Pierson,win,1,0
5277,Dong Hyun Kim,Carlos Condit,loss,0,1
5278,Dong Hyun Kim,Nate Diaz,win,1,0
5279,Dong Hyun Kim,Amir Sadollah,win,1,0
5280,Dong Hyun Kim,TJ Grant,win,1,0
5281,Dong Hyun Kim,Karo Parisyan,nc,-1,-1
5282,Dong Hyun Kim,Matt Brown,win,1,0
5283,Dong Hyun Kim,Jason Tan,win,1,0
5284,Ryan Janes,Andrew Sanchez,win,1,0
5285,Ryan Janes,Jack Marshman,loss,0,1
5286,Ryan Janes,Gerald Meerschaert,loss,0,1
5287,Ryan Janes,Keith Berish,win,1,0
5288,Rene Kronvold,Diego Sanchez,loss,0,1
5289,Brian Lo-A-Njoe,Shinya Aoki,loss,0,1
5290,Amanda Ribas,Marina Rodriguez,loss,0,1
5291,Amanda Ribas,Paige VanZant,win,1,0
5292,Amanda Ribas,Randa Markos,win,1,0
5293,Amanda Ribas,Mackenzie Dern,win,1,0
5294,Amanda Ribas,Emily Whitmire,win,1,0
5295,Joey Gomez,Kevin Aguilar,loss,0,1
5296,Bryan Travers,Carlo Prater,loss,0,1
5297,Bryan Travers,Pat Healy,loss,0,1
5298,Johnny Walker,Ryan Spann,win,1,0
5299,Johnny Walker,Nikita Krylov,loss,0,1
5300,Johnny Walker,Corey Anderson,loss,0,1
5301,Johnny Walker,Misha Cirkunov,win,1,0
5302,Johnny Walker,Justin Ledet,win,1,0
5303,Johnny Walker,Khalil Rountree Jr.,win,1,0
5304,Johnny Walker,Henrique da Silva,win,1,0
5305,Falaniko Vitale,Frank Trigg,loss,0,1
5306,Falaniko Vitale,Trevor Prangley,loss,0,1
5307,Falaniko Vitale,Ron Fields,win,1,0
5308,Falaniko Vitale,Matt Lindland,loss,0,1
5309,Falaniko Vitale,Matt Lindland,win,1,0
5310,Terrion Ware,Merab Dvalishvili,loss,0,1
5311,Terrion Ware,Tom Duquesnoy,loss,0,1
5312,Terrion Ware,Sean O'Malley,loss,0,1
5313,Terrion Ware,Cody Stamann,loss,0,1
5314,John Maguire,Mitch Clarke,loss,0,1
5315,John Maguire,Matthew Riddle,loss,0,1
5316,John Maguire,John Hathaway,loss,0,1
5317,John Maguire,DaMarques Johnson,win,1,0
5318,John Maguire,Justin Edwards,win,1,0
5319,Masakazu Imanari,Antonio Banuelos,loss,0,1
5320,Masakazu Imanari,Abel Cullum,win,1,0
5321,Masakazu Imanari,Hideo Tokoro,loss,0,1
5322,Masakazu Imanari,Kenji Osawa,win,1,0
5323,Masakazu Imanari,Keisuke Fujiwara,win,1,0
5324,Masakazu Imanari,Bibiano Fernandes,loss,0,1
5325,Masakazu Imanari,Atsushi Yamamoto,win,1,0
5326,Masakazu Imanari,Joachim Hansen,loss,0,1
5327,Masakazu Imanari,Luiz Firmino,loss,0,1
5328,Clint Godfrey,Michael McDonald,loss,0,1
5329,Clint Godfrey,Wagnney Fabiano,loss,0,1
5330,Rob Emerson,Nik Lentz,loss,0,1
5331,Rob Emerson,Phillipe Nover,win,1,0
5332,Rob Emerson,Rafael Dos Anjos,loss,0,1
5333,Rob Emerson,Kurt Pellegrino,loss,0,1
5334,Rob Emerson,Manvel Gamburyan,win,1,0
5335,Rob Emerson,Keita Nakamura,win,1,0
5336,Rob Emerson,Gray Maynard,nc,-1,-1
5337,Bibiano Fernandes,Yoshiro Maeda,win,1,0
5338,Bibiano Fernandes,Antonio Banuelos,win,1,0
5339,Bibiano Fernandes,Rodolfo Marques Diniz,win,1,0
5340,Bibiano Fernandes,Takafumi Otsuka,win,1,0
5341,Bibiano Fernandes,Hiroyuki Takaya,loss,0,1
5342,Bibiano Fernandes,Joachim Hansen,win,1,0
5343,Bibiano Fernandes,Hiroyuki Takaya,win,1,0
5344,Bibiano Fernandes,Joe Warren,win,1,0
5345,Bibiano Fernandes,Masakazu Imanari,win,1,0
5346,Bibiano Fernandes,Takafumi Otsuka,win,1,0
5347,Dave Berry,Roberto Traven,loss,0,1
5348,Victor Reyna,Louis Cosce,loss,0,1
5349,Victor Reyna,Miguel Baeza,loss,0,1
5350,Bryan Barberena,Anthony Ivy,win,1,0
5351,Bryan Barberena,Randy Brown,loss,0,1
5352,Bryan Barberena,Vicente Luque,loss,0,1
5353,Bryan Barberena,Jake Ellenberger,win,1,0
5354,Bryan Barberena,Leon Edwards,loss,0,1
5355,Bryan Barberena,Joe Proctor,win,1,0
5356,Bryan Barberena,Colby Covington,loss,0,1
5357,Bryan Barberena,Warlley Alves,win,1,0
5358,Bryan Barberena,Sage Northcutt,win,1,0
5359,Bryan Barberena,Chad Laprise,loss,0,1
5360,Bryan Barberena,Joe Ellenberger,win,1,0
5361,Damian Grabowski,Chase Sherman,loss,0,1
5362,Damian Grabowski,Anthony Hamilton,loss,0,1
5363,Damian Grabowski,Derrick Lewis,loss,0,1
5364,Nate Marquardt,Cezar Ferreira,loss,0,1
5365,Nate Marquardt,Vitor Belfort,loss,0,1
5366,Nate Marquardt,Sam Alvey,loss,0,1
5367,Nate Marquardt,Tamdan McCrory,win,1,0
5368,Nate Marquardt,Thiago Santos,loss,0,1
5369,Nate Marquardt,CB Dollaway,win,1,0
5370,Nate Marquardt,Kelvin Gastelum,loss,0,1
5371,Nate Marquardt,Brad Tavares,loss,0,1
5372,Nate Marquardt,James Te Huna,win,1,0
5373,Nate Marquardt,Hector Lombard,loss,0,1
5374,Nate Marquardt,Jake Ellenberger,loss,0,1
5375,Nate Marquardt,Tarec Saffiedine,loss,0,1
5376,Nate Marquardt,Tyron Woodley,win,1,0
5377,Nate Marquardt,Dan Miller,win,1,0
5378,Nate Marquardt,Yushin Okami,loss,0,1
5379,Nate Marquardt,Rousimar Palhares,win,1,0
5380,Nate Marquardt,Chael Sonnen,loss,0,1
5381,Nate Marquardt,Demian Maia,win,1,0
5382,Nate Marquardt,Wilson Gouveia,win,1,0
5383,Nate Marquardt,Martin Kampmann,win,1,0
5384,Nate Marquardt,Thales Leites,loss,0,1
5385,Nate Marquardt,Jeremy Horn,win,1,0
5386,Nate Marquardt,Anderson Silva,loss,0,1
5387,Nate Marquardt,Dean Lister,win,1,0
5388,Nate Marquardt,Crafton Wallace,win,1,0
5389,Nate Marquardt,Joe Doerksen,win,1,0
5390,Nate Marquardt,Ivan Salaverry,win,1,0
5391,Gian Villante,Jake Collier,loss,0,1
5392,Gian Villante,Maurice Greene,loss,0,1
5393,Gian Villante,Michal Oleksiejczuk,loss,0,1
5394,Gian Villante,Ed Herman,win,1,0
5395,Gian Villante,Sam Alvey,loss,0,1
5396,Gian Villante,Francimar Barroso,win,1,0
5397,Gian Villante,Patrick Cummins,loss,0,1
5398,Gian Villante,Mauricio Rua,loss,0,1
5399,Gian Villante,Saparbeg Safarov,win,1,0
5400,Gian Villante,Ilir Latifi,loss,0,1
5401,Gian Villante,Anthony Perosh,win,1,0
5402,Gian Villante,Tom Lawlor,loss,0,1
5403,Gian Villante,Corey Anderson,win,1,0
5404,Gian Villante,Sean O'Connell,win,1,0
5405,Gian Villante,Fabio Maldonado,loss,0,1
5406,Gian Villante,Cody Donovan,win,1,0
5407,Gian Villante,Ovince Saint Preux,loss,0,1
5408,Gian Villante,Derrick Mehmen,win,1,0
5409,Gian Villante,Trevor Smith,win,1,0
5410,Gian Villante,Keith Berry,win,1,0
5411,Gian Villante,Lorenz Larkin,loss,0,1
5412,Gian Villante,Chad Griggs,loss,0,1
5413,Neil Magny,Michael Chiesa,loss,0,1
5414,Neil Magny,Robbie Lawler,win,1,0
5415,Neil Magny,Anthony Rocco Martin,win,1,0
5416,Neil Magny,Li Jingliang,win,1,0
5417,Neil Magny,Santiago Ponzinibbio,loss,0,1
5418,Neil Magny,Craig White,win,1,0
5419,Neil Magny,Carlos Condit,win,1,0
5420,Neil Magny,Rafael Dos Anjos,loss,0,1
5421,Neil Magny,Johny Hendricks,win,1,0
5422,Neil Magny,Lorenz Larkin,loss,0,1
5423,Neil Magny,Hector Lombard,win,1,0
5424,Neil Magny,Kelvin Gastelum,win,1,0
5425,Neil Magny,Erick Silva,win,1,0
5426,Neil Magny,Demian Maia,loss,0,1
5427,Neil Magny,Hyun Gyu Lim,win,1,0
5428,Neil Magny,Kiichi Kunimoto,win,1,0
5429,Neil Magny,William Macario,win,1,0
5430,Neil Magny,Alex Garcia,win,1,0
5431,Neil Magny,Rodrigo de Lima,win,1,0
5432,Neil Magny,Tim Means,win,1,0
5433,Neil Magny,Gasan Umalatov,win,1,0
5434,Neil Magny,Seth Baczynski,loss,0,1
5435,Neil Magny,Sergio Moraes,loss,0,1
5436,Neil Magny,Jon Manley,win,1,0
5437,Clay French,Shinya Aoki,loss,0,1
5438,Julian Erosa,Nate Landwehr,win,1,0
5439,Julian Erosa,Sean Woodson,win,1,0
5440,Julian Erosa,Julio Arce,loss,0,1
5441,Julian Erosa,Grant Dawson,loss,0,1
5442,Julian Erosa,Devonte Smith,loss,0,1
5443,Julian Erosa,Jamall Emmers,win,1,0
5444,Julian Erosa,Teruto Ishihara,loss,0,1
5445,Julian Erosa,Marcin Wrzosek,win,1,0
5446,Joao Zeferino,Elias Silverio,loss,0,1
5447,Joao Zeferino,Rafael Natal,loss,0,1
5448,Ryan Roberts,Marcus Aurelio,loss,0,1
5449,Del Hawkins,Coty Wheeler,loss,0,1
5450,Thiago Santos,Aleksandar Rakic,loss,0,1
5451,Thiago Santos,Glover Teixeira,loss,0,1
5452,Thiago Santos,Jon Jones,loss,0,1
5453,Thiago Santos,Jan Blachowicz,win,1,0
5454,Thiago Santos,Jimi Manuwa,win,1,0
5455,Thiago Santos,Eryk Anders,win,1,0
5456,Thiago Santos,Kevin Holland,win,1,0
5457,Thiago Santos,David Branch,loss,0,1
5458,Thiago Santos,Anthony Smith,win,1,0
5459,Thiago Santos,Jack Hermansson,win,1,0
5460,Thiago Santos,Gerald Meerschaert,win,1,0
5461,Thiago Santos,Jack Marshman,win,1,0
5462,Thiago Santos,Eric Spicely,loss,0,1
5463,Thiago Santos,Gegard Mousasi,loss,0,1
5464,Thiago Santos,Nate Marquardt,win,1,0
5465,Thiago Santos,Elias Theodorou,win,1,0
5466,Thiago Santos,Steve Bosse,win,1,0
5467,Thiago Santos,Andy Enz,win,1,0
5468,Thiago Santos,Uriah Hall,loss,0,1
5469,Thiago Santos,Ronny Markes,win,1,0
5470,Thiago Santos,Cezar Ferreira,loss,0,1
5471,Marcos Vinicius,Ali Bagautinov,loss,0,1
5472,Marcos Vinicius,Johnny Bedford,loss,0,1
5473,Marcos Vinicius,Wagner Campos,win,1,0
5474,Bartosz Fabinski,Andre Muniz,loss,0,1
5475,Bartosz Fabinski,Michel Prazeres,loss,0,1
5476,Bartosz Fabinski,Emil Meek,win,1,0
5477,Bartosz Fabinski,Hector Urbina,win,1,0
5478,Bartosz Fabinski,Garreth McLellan,win,1,0
5479,Elizabeth Phillips,Raquel Pennington,loss,0,1
5480,Elizabeth Phillips,Jessamyn Duke,win,1,0
5481,Elizabeth Phillips,Milana Dudieva,loss,0,1
5482,Elizabeth Phillips,Valerie Letourneau,loss,0,1
5483,Thomas Ramirez,Don Frye,loss,0,1
5484,Brandon Wolff,Yoshiyuki Yoshida,loss,0,1
5485,Brandon Wolff,Ben Saunders,loss,0,1
5486,Edward Faaloloto,Terry Etim,loss,0,1
5487,Edward Faaloloto,Michael Johnson,loss,0,1
5488,Edward Faaloloto,Anthony Njokuani,loss,0,1
5489,Kuniyoshi Hironaka,Katsunori Kikuno,loss,0,1
5490,Kuniyoshi Hironaka,Won Sik Park,win,1,0
5491,Kuniyoshi Hironaka,Hayato Sakurai,loss,0,1
5492,Kuniyoshi Hironaka,Motoki Miyazawa,win,1,0
5493,Kuniyoshi Hironaka,Jonathan Goulet,loss,0,1
5494,Kuniyoshi Hironaka,Thiago Alves,loss,0,1
5495,Kuniyoshi Hironaka,Forrest Petz,win,1,0
5496,Kuniyoshi Hironaka,Jon Fitch,loss,0,1
5497,Kuniyoshi Hironaka,Shinya Aoki,loss,0,1
5498,Willie Parks,Andreas Spang,loss,0,1
5499,Phil Baroni,Hayato Sakurai,loss,0,1
5500,Phil Baroni,Brad Tavares,loss,0,1
5501,Phil Baroni,Amir Sadollah,loss,0,1
5502,Phil Baroni,Joe Riggs,loss,0,1
5503,Phil Baroni,Joey Villasenor,loss,0,1
5504,Phil Baroni,Frank Shamrock,loss,0,1
5505,Phil Baroni,Yosuke Nishijima,win,1,0
5506,Phil Baroni,Kazuo Misaki,loss,0,1
5507,Phil Baroni,Yuki Kondo,win,1,0
5508,Phil Baroni,Ikuhisa Minowa,loss,0,1
5509,Phil Baroni,Ryo Chonan,win,1,0
5510,Phil Baroni,Ikuhisa Minowa,win,1,0
5511,Phil Baroni,Pete Sell,loss,0,1
5512,Phil Baroni,Evan Tanner,loss,0,1
5513,Phil Baroni,Evan Tanner,loss,0,1
5514,Phil Baroni,Matt Lindland,loss,0,1
5515,Phil Baroni,Dave Menne,win,1,0
5516,Phil Baroni,Amar Suloev,win,1,0
5517,Phil Baroni,Matt Lindland,loss,0,1
5518,Phil Baroni,Curtis Stout,win,1,0
5519,Melinda Fabian,Ji Yeon Kim,loss,0,1
5520,Melinda Fabian,DeAnna Bennett,draw,1,1
5521,Pawel Nastula,Josh Barnett,loss,0,1
5522,Pawel Nastula,Edson Drago,win,1,0
5523,Pawel Nastula,Aleksander Emelianenko,loss,0,1
5524,Pawel Nastula,Antonio Rodrigo Nogueira,loss,0,1
5525,Mike Campbell,Anthony Pettis,loss,0,1
